Datetime,Open,High,Low,Close,Volume
2025-04-15 03:45:00,1914.6666259765625,1944.8333740234375,1912.6666259765625,1940.0,258491
2025-04-15 04:00:00,1940.6666259765625,1961.6666259765625,1935.6666259765625,1961.0,291611
2025-04-15 04:15:00,1961.0,1966.6666259765625,1953.3333740234375,1955.5,265461
2025-04-15 04:30:00,1956.1666259765625,1963.3333740234375,1952.5,1959.3333740234375,113516
2025-04-15 04:45:00,1959.3333740234375,1966.5,1957.3333740234375,1961.5,111724
2025-04-15 05:00:00,1960.3333740234375,1975.0,1960.0,1973.8333740234375,159128
2025-04-15 05:15:00,1974.1666259765625,1983.3333740234375,1971.8333740234375,1976.5,191025
2025-04-15 05:30:00,1977.1666259765625,1977.3333740234375,1970.0,1970.1666259765625,80278
2025-04-15 05:45:00,1970.3333740234375,1978.3333740234375,1969.0,1978.0,50964
2025-04-15 06:00:00,1977.8333740234375,1978.0,1971.6666259765625,1972.6666259765625,40470
2025-04-15 06:15:00,1972.6666259765625,1975.0,1969.1666259765625,1973.8333740234375,33005
2025-04-15 06:30:00,1972.8333740234375,1977.6666259765625,1971.6666259765625,1977.3333740234375,34509
2025-04-15 06:45:00,1977.3333740234375,1981.3333740234375,1975.3333740234375,1978.3333740234375,59789
2025-04-15 07:00:00,1978.3333740234375,1979.6666259765625,1976.0,1976.0,20499
2025-04-15 07:15:00,1976.1666259765625,1977.5,1973.6666259765625,1975.0,19853
2025-04-15 07:30:00,1975.0,1978.5,1972.6666259765625,1974.5,30620
2025-04-15 07:45:00,1974.0,1976.6666259765625,1973.6666259765625,1975.0,30967
2025-04-15 08:00:00,1975.5,1975.6666259765625,1970.6666259765625,1971.5,31903
2025-04-15 08:15:00,1971.5,1976.6666259765625,1971.3333740234375,1973.3333740234375,27751
2025-04-15 08:30:00,1973.8333740234375,1976.3333740234375,1972.6666259765625,1976.3333740234375,38417
2025-04-15 08:45:00,1976.3333740234375,1977.6666259765625,1973.5,1975.3333740234375,42368
2025-04-15 09:00:00,1974.3333740234375,1975.1666259765625,1972.0,1973.6666259765625,33263
2025-04-15 09:15:00,1973.6666259765625,1983.0,1973.5,1976.6666259765625,92887
2025-04-15 09:30:00,1976.5,1988.0,1974.1666259765625,1985.1666259765625,157068
2025-04-15 09:45:00,1986.1666259765625,1991.6666259765625,1985.0,1987.8333740234375,221271
2025-04-16 03:45:00,1993.5,1999.0,1973.5,1984.6666259765625,175005
2025-04-16 04:00:00,1984.1666259765625,1991.3333740234375,1977.3333740234375,1983.0,141375
2025-04-16 04:15:00,1983.0,1983.0,1973.3333740234375,1981.5,118622
2025-04-16 04:30:00,1981.6666259765625,1981.6666259765625,1973.6666259765625,1973.6666259765625,62842
2025-04-16 04:45:00,1973.8333740234375,1974.8333740234375,1960.6666259765625,1968.3333740234375,160524
2025-04-16 05:00:00,1968.0,1968.3333740234375,1960.1666259765625,1965.0,73806
2025-04-16 05:15:00,1963.8333740234375,1970.3333740234375,1963.3333740234375,1965.3333740234375,63789
2025-04-16 05:30:00,1965.1666259765625,1969.0,1963.6666259765625,1968.1666259765625,46274
2025-04-16 05:45:00,1968.1666259765625,1973.3333740234375,1965.5,1971.3333740234375,49088
2025-04-16 06:00:00,1971.3333740234375,1971.3333740234375,1963.3333740234375,1966.0,45428
2025-04-16 06:15:00,1965.8333740234375,1968.1666259765625,1963.6666259765625,1964.1666259765625,33731
2025-04-16 06:30:00,1964.1666259765625,1969.1666259765625,1963.3333740234375,1967.3333740234375,33825
2025-04-16 06:45:00,1967.1666259765625,1971.0,1964.8333740234375,1969.3333740234375,36628
2025-04-16 07:00:00,1969.6666259765625,1970.8333740234375,1967.8333740234375,1969.1666259765625,27825
2025-04-16 07:15:00,1969.0,1969.1666259765625,1964.5,1967.6666259765625,26006
2025-04-16 07:30:00,1967.6666259765625,1968.0,1965.0,1967.6666259765625,24603
2025-04-16 07:45:00,1967.6666259765625,1967.6666259765625,1960.3333740234375,1961.6666259765625,62315
2025-04-16 08:00:00,1962.8333740234375,1963.1666259765625,1954.1666259765625,1959.1666259765625,69985
2025-04-16 08:15:00,1958.6666259765625,1970.0,1958.6666259765625,1969.0,79879
2025-04-16 08:30:00,1969.0,1983.0,1968.5,1982.8333740234375,137891
2025-04-16 08:45:00,1982.5,1989.3333740234375,1980.0,1980.8333740234375,153999
2025-04-16 09:00:00,1981.0,1983.3333740234375,1974.5,1979.1666259765625,79035
2025-04-16 09:15:00,1979.3333740234375,1980.0,1976.8333740234375,1979.6666259765625,39704
2025-04-16 09:30:00,1979.5,1981.8333740234375,1976.6666259765625,1978.0,86121
2025-04-16 09:45:00,1977.6666259765625,1978.3333740234375,1973.0,1976.8333740234375,179591
2025-04-17 03:45:00,1969.0,2013.3333740234375,1969.0,1993.3333740234375,347827
2025-04-17 04:00:00,1994.0,1996.6666259765625,1967.6666259765625,1970.5,318223
2025-04-17 04:15:00,1971.1666259765625,1982.3333740234375,1968.3333740234375,1970.1666259765625,157548
2025-04-17 04:30:00,1970.0,1970.3333740234375,1959.8333740234375,1963.0,141797
2025-04-17 04:45:00,1962.6666259765625,1969.1666259765625,1955.3333740234375,1964.5,129145
2025-04-17 05:00:00,1964.5,1975.0,1961.6666259765625,1972.0,81569
2025-04-17 05:15:00,1972.0,1972.8333740234375,1964.0,1968.1666259765625,44573
2025-04-17 05:30:00,1968.3333740234375,1973.3333740234375,1967.5,1970.6666259765625,31188
2025-04-17 05:45:00,1971.0,1976.8333740234375,1971.0,1973.6666259765625,50240
2025-04-17 06:00:00,1973.6666259765625,1981.5,1973.3333740234375,1978.3333740234375,74403
2025-04-17 06:15:00,1978.3333740234375,1980.0,1968.3333740234375,1970.0,63826
2025-04-17 06:30:00,1970.3333740234375,1972.6666259765625,1965.8333740234375,1971.1666259765625,35528
2025-04-17 06:45:00,1971.0,1979.0,1970.0,1979.0,49046
